Source,Target,Weight,Floor,Category
TUMRUBTHAI,Central Rama 2,1,GF,Beauty & Wellness
U R THE,Central Rama 2,1,GF,Fashion
UMAY PLUS,Central Rama 2,1,GF,Bank & Financial Services
Umm!..Milk,Central Rama 2,1,GF,Food & Beverage
UNDER ARMOUR,Central Rama 2,1,1F,Fashion
UNIQLO,Central Rama 2,1,1F,Fashion
UNITED OVERSEAS BANK,Central Rama 2,1,GF,Bank & Financial Services
Urban Bao Bao,Central Rama 2,1,GF,Food & Beverage
V SQUARE CLINIC,Central Rama 2,1,2F,Beauty & Wellness
VERRA,Central Rama 2,1,3F,Fashion
WAGASHI,Central Rama 2,1,3F,Food & Beverage
WANG TOA KANG YAOWARAT GOLD,Central Rama 2,1,GF,Fashion
WARUNYUPA JEWELRY,Central Rama 2,1,2F,Fashion
WATSONS,Central Rama 2,1,1F,Beauty & Wellness
WHITE STORY,Central Rama 2,1,GF,Food & Beverage
WITH IT / HIGH SCHOOL,Central Rama 2,1,1F,Fashion
WORLD TIME,Central Rama 2,1,GF,Services
XIAOMI,Central Rama 2,1,2F,Technology
YAYOI,Central Rama 2,1,4F,Food & Beverage
Yodcha,Central Rama 2,1,GF,Food & Beverage
YOUR FACE,Central Rama 2,1,GF,Beauty & Wellness
YOUR FLOWERS,Central Rama 2,1,GF,Lifestyle & Specialty
YUM SAAP,Central Rama 2,1,4F,Food & Beverage
YUMEYA,Central Rama 2,1,3F,Lifestyle & Specialty
YVES ROCHER,Central Rama 2,1,1F,Beauty & Wellness
ZEN JAPANESE RESTAURANT,Central Rama 2,1,4F,Food & Beverage
ช่างคอมใจดี,Central Rama 2,1,2F,Technology
ดวงเศรษฐี,Central Rama 2,1,2F,Lifestyle & Specialty
เตี๋ยวเรือเสาวรีย์,Central Rama 2,1,GF,Food & Beverage
ร้านเพชรคุณฝัน,Central Rama 2,1,2F,Fashion
ห้างทองทองคำเยาวราช,Central Rama 2,1,2F,Fashion
