Source,Target,Weight,Floor,Category
JIAN CHA,Mega Bangna,1,1F,Food & Beverage
JOYLIDAY,Mega Bangna,1,2F,Entertainment
JUNGLE COFFEE,Mega Bangna,1,GF,Food & Beverage
JUST IN CASE BAGS,Mega Bangna,1,GF,Fashion
K PLUS ACCESSORIES,Mega Bangna,1,2F,Fashion
KAGONOYA,Mega Bangna,1,1F,Food & Beverage
KAMU TEA,Mega Bangna,1,1F,Food & Beverage
KAM'S ROAST,Mega Bangna,1,1F,Food & Beverage
KANGOL,Mega Bangna,1,1F,Fashion
KARUN THAI TEA,Mega Bangna,1,2F,Food & Beverage
KASIKORN BANK (KBANK),Mega Bangna,1,1F,Bank & Financial Services
KATSUYA,Mega Bangna,1,2F,Food & Beverage
KEDS,Mega Bangna,1,1F,Fashion
KFC,Mega Bangna,1,1F,Food & Beverage
KHAO-SO-I,Mega Bangna,1,1F,Food & Beverage
KIEHL'S,Mega Bangna,1,1F,Beauty & Wellness
KIKI BEAUTY SPACE,Mega Bangna,1,1F,Beauty & Wellness
KIKO MILANO,Mega Bangna,1,1F,Beauty & Wellness
KLOSET & ETCETERA,Mega Bangna,1,1F,Fashion
KOBE JAPANESE STEAKHOUSE,Mega Bangna,1,2F,Food & Beverage
KOI THE,Mega Bangna,1,2F,Food & Beverage
KOKORO OMAKASE,Mega Bangna,1,2F,Food & Beverage
KOUEN SUSHI BAR,Mega Bangna,1,2F,Food & Beverage
KPN MUSIC ACADEMY,Mega Bangna,1,2F,Education
KRISPY KREME,Mega Bangna,1,1F,Food & Beverage
KT OPTIC,Mega Bangna,1,1F,Fashion
KUB KAO KUB PLA,Mega Bangna,1,2F,Food & Beverage
KUMIGAR,Mega Bangna,1,1F,Fashion
KYO ROLL EN CAFE' & MEAL,Mega Bangna,1,2F,Food & Beverage
L'CLINIC,Mega Bangna,1,1F,Beauty & Wellness
L'OCCITANE,Mega Bangna,1,1F,Beauty & Wellness
