Source,Target,Weight,Floor,Category
KUDOS,Central Ladprao,1,GF,Fashion & Apparel
KUMPOON,Central Ladprao,1,1F,Food & Beverage
KYO ROLL EN,Central Ladprao,1,3F,Food & Beverage
LA BRUKET,Central Ladprao,1,1F,Beauty & Wellness
LA PRAIRIE,Central Ladprao,1,1F,Beauty & Wellness
LABOTTE,Central Ladprao,1,2F,Fashion & Apparel
LACOSTE,Central Ladprao,1,1F,Fashion & Apparel
LACOSTE,Central Ladprao,1,2F,Fashion & Apparel
LACOSTE,Central Ladprao,1,3F,Fashion & Apparel
LAEM CHAROEN SEAFOOD,Central Ladprao,1,4F,Food & Beverage
LAMER,Central Ladprao,1,1F,Beauty & Wellness
LAMY,Central Ladprao,1,3F,Lifestyle & Specialty
LANCOME,Central Ladprao,1,1F,Beauty & Wellness
LANEIGE,Central Ladprao,1,1F,Beauty & Wellness
LANVIN,Central Ladprao,1,1F,Fashion & Apparel
LAOS YUAN,Central Ladprao,1,GF,Food & Beverage
LAURA MERCIER,Central Ladprao,1,1F,Beauty & Wellness
LEAPP,Central Ladprao,1,GF,Fashion & Apparel
LEE,Central Ladprao,1,2F,Fashion & Apparel
LEGEND WALKER,Central Ladprao,1,3F,Fashion & Apparel
LEGO CERTIFIED STORE,Central Ladprao,1,2F,Lifestyle & Specialty
LEILA,Central Ladprao,1,GF,Lifestyle & Specialty
LESPORTSAC,Central Ladprao,1,2F,Fashion & Apparel
LETAO,Central Ladprao,1,1F,Food & Beverage
LEVI'S,Central Ladprao,1,2F,Fashion & Apparel
LEXON,Central Ladprao,1,3F,Lifestyle & Specialty
LILY ROSE,Central Ladprao,1,2F,Fashion & Apparel
LIVING DOLLS,Central Ladprao,1,2F,Fashion & Apparel
LIYA,Central Ladprao,1,1F,Fashion & Apparel
L'OCCITANE,Central Ladprao,1,1F,Beauty & Wellness
LOJEL,Central Ladprao,1,3F,Fashion & Apparel
LOLITA,Central Ladprao,1,2F,Fashion & Apparel
LONGCHAMP,Central Ladprao,1,1F,Fashion & Apparel
LONGINES,Central Ladprao,1,1F,Fashion & Apparel
LOUIS FONTAINE,Central Ladprao,1,2F,Fashion & Apparel
