Source,Target,Weight,Floor,Category
WARAPORN SALAPAO,Central Eastville,1,1F,Food & Beverage
WATCH STATION,Central Eastville,1,1F,Fashion
WATSONS,Central Eastville,1,3F,Beauty & Wellness
WATTS,Central Eastville,1,2F,Lifestyle & Specialty
WONDER PHOTO SHOP,Central Eastville,1,2F,Lifestyle & Specialty
WOULD YOU LOVE IT,Central Eastville,1,1F,Fashion
XIAOMI,Central Eastville,1,2F,Technology
YAMAHA MUSIC SCHOOL,Central Eastville,1,2F,Education
YAYOI,Central Eastville,1,2F,Food & Beverage
YENLY YOURS,Central Eastville,1,3F,Food & Beverage
YOGURT LAND,Central Eastville,1,2F,Food & Beverage
YOU NAILED IT,Central Eastville,1,1F,Beauty & Wellness
YOU & I SUKI,Central Eastville,1,1F,Food & Beverage
YUGEN,Central Eastville,1,1F,Beauty & Wellness
YVES ROCHER,Central Eastville,1,1F,Beauty & Wellness
ZAAB ELI,Central Eastville,1,2F,Food & Beverage
ZEN JAPANESE RESTAURANT,Central Eastville,1,1F,Food & Beverage
ก๋วยจั๊บน้ำข้นหม้อดิน,Central Eastville,1,1F,Food & Beverage
ก๋วยเตี๋ยวเรือโวยวาย,Central Eastville,1,1F,Food & Beverage
ก๋วยเตี๋ยวไก่มะระ,Central Eastville,1,1F,Food & Beverage
ขนมจีนแม่กษมา,Central Eastville,1,1F,Food & Beverage
ข้าวมันไก่ประตูน้ำ,Central Eastville,1,1F,Food & Beverage
ข้าวเหนี่ยวมะม่วงแม่ใหม่,Central Eastville,1,1F,Food & Beverage
ยักษ์กระเพราถาด,Central Eastville,1,1F,Food & Beverage
ยำปากเจ่อ&สลัดโรล,Central Eastville,1,1F,Food & Beverage
ราชินีพริกสด,Central Eastville,1,1F,Food & Beverage
ราดหน้าจักรพรรดิ์,Central Eastville,1,1F,Food & Beverage
สยามอัมพวา,Central Eastville,1,1F,Food & Beverage
แม่มี่ข้าวซอย,Central Eastville,1,1F,Food & Beverage
อันเกิม อันก๋า,Central Eastville,1,1F,Food & Beverage
