Source,Target,Weight,Floor,Category
MR.S.SERVICE,Central Khonkaen,1,GF,Lifestyle & Specialty
MUANG THAI LIFE ASSURANCE,Central Khonkaen,1,3F,Bank & Financial Services
MUSIC COLLECTION,Central Khonkaen,1,3F,Lifestyle & Specialty
NAI IN,Central Khonkaen,1,3F,Lifestyle & Specialty
NAYLAMOMKATARON BY TUKTUKCAFE,Central Khonkaen,1,4F,Food & Beverage
NIKUYA,Central Khonkaen,1,4F,Food & Beverage
NITIPON CLINIC,Central Khonkaen,1,2F,Beauty & Wellness
NOBICHA,Central Khonkaen,1,4F,Food & Beverage
NOURKUAYTIEWMOO,Central Khonkaen,1,4F,Food & Beverage
NOURKUAYTIEWNUAR,Central Khonkaen,1,4F,Food & Beverage
OFFICEMATE,Central Khonkaen,1,3F,Lifestyle & Specialty
OISHI RAMEN,Central Khonkaen,1,4F,Food & Beverage
ONI MILK & TEA,Central Khonkaen,1,5F,Food & Beverage
OOTOYA,Central Khonkaen,1,GF,Food & Beverage
OPPO,Central Khonkaen,1,3F,Technology & Electronics
OPTIC SQUARE,Central Khonkaen,1,2F,Fashion & Apparel
OPTICAL 88,Central Khonkaen,1,2F,Fashion & Apparel
ORIENTAL PRINCESS,Central Khonkaen,1,1F,Beauty & Wellness
OWNDAYS,Central Khonkaen,1,2F,Fashion & Apparel
P&F,Central Khonkaen,1,GF,Beauty & Wellness
P.A. PHONE,Central Khonkaen,1,3F,Technology & Electronics
PERFECT NAIL,Central Khonkaen,1,GF,Beauty & Wellness
PINN SHOP,Central Khonkaen,1,2F,Lifestyle & Specialty
PLAYBOY,Central Khonkaen,1,1F,Fashion & Apparel
POLI-CHEM,Central Khonkaen,1,GF,Lifestyle & Specialty
POTATO CORNER,Central Khonkaen,1,3F,Food & Beverage
POWER BUY,Central Khonkaen,1,3F,Technology & Electronics
PROVINCIAL ELECTRICITY AUTHORITY,Central Khonkaen,1,GF,Lifestyle & Specialty
RACHAKHAMOO,Central Khonkaen,1,4F,Food & Beverage
RARDNALUNGHOITIENLAO,Central Khonkaen,1,4F,Food & Beverage
RCN,Central Khonkaen,1,3F,Technology & Electronics
REALME,Central Khonkaen,1,3F,Technology & Electronics
REEBOK,Central Khonkaen,1,2F,Fashion & Apparel
ROBINSON DEPARTMENT STORE,Central Khonkaen,1,1F,Lifestyle & Specialty
ROBINSON DEPARTMENT STORE,Central Khonkaen,1,2F,Lifestyle & Specialty
ROBINSON DEPARTMENT STORE,Central Khonkaen,1,3F,Lifestyle & Specialty
ROBINSON DEPARTMENT STORE,Central Khonkaen,1,4F,Lifestyle & Specialty
ROBINSON DEPARTMENT STORE,Central Khonkaen,1,5F,Lifestyle & Specialty
ROBOT'S CHILD,Central Khonkaen,1,5F,Services & Education
ROMRAWIN CLINIC,Central Khonkaen,1,2F,Beauty & Wellness
S&P,Central Khonkaen,1,4F,Food & Beverage
S&P,Central Khonkaen,1,GF,Food & Beverage
SABINA,Central Khonkaen,1,2F,Fashion & Apparel
SAMSUNG,Central Khonkaen,1,3F,Technology & Electronics
SANTA FE' STEAK,Central Khonkaen,1,4F,Food & Beverage
SE-ED,Central Khonkaen,1,3F,Lifestyle & Specialty
SF CINEMA,Central Khonkaen,1,5F,Entertainment
SHABUSHI,Central Khonkaen,1,4F,Food & Beverage
SHANE ENGLISH SCHOOL,Central Khonkaen,1,5F,Services & Education
SIAM COMMERCIAL BANK,Central Khonkaen,1,2F,Bank & Financial Services
SINET,Central Khonkaen,1,3F,Technology & Electronics
SIZZLER,Central Khonkaen,1,4F,Food & Beverage
SKATE PROPLUS,Central Khonkaen,1,5F,Entertainment
SKECHERS,Central Khonkaen,1,2F,Fashion & Apparel
SMILE POST,Central Khonkaen,1,GF,Lifestyle & Specialty
SOMPHONGKHAOMOK,Central Khonkaen,1,4F,Food & Beverage
SOMTAMPAAOUN,Central Khonkaen,1,4F,Food & Beverage
SOMTAMZABVER,Central Khonkaen,1,4F,Food & Beverage
SPIN,Central Khonkaen,1,2F,Fashion & Apparel
ST.JAMES & TREND,Central Khonkaen,1,1F,Fashion & Apparel
STARBUCKS COFFEE,Central Khonkaen,1,1F,Food & Beverage
STUDIO 7,Central Khonkaen,1,3F,Technology & Electronics
SUKIHORJEAR,Central Khonkaen,1,4F,Food & Beverage
SUKISHI,Central Khonkaen,1,4F,Food & Beverage
SUNISA,Central Khonkaen,1,4F,Food & Beverage
SWENSEN'S,Central Khonkaen,1,4F,Food & Beverage
SYN MUN KONG INSURANCE,Central Khonkaen,1,2F,Bank & Financial Services
T SQUARE SERVICE CENTER,Central Khonkaen,1,3F,Technology & Electronics
TAKOSANG,Central Khonkaen,1,GF,Food & Beverage
TAYWIN ORIGINAL STYLE,Central Khonkaen,1,1F,Fashion & Apparel
TELEWIZ PLUS,Central Khonkaen,1,3F,Technology & Electronics
TG FONE,Central Khonkaen,1,3F,Technology & Electronics
THE FACE SHOP,Central Khonkaen,1,1F,Beauty & Wellness
THE KLINIQUE,Central Khonkaen,1,2F,Beauty & Wellness
THE NEXT,Central Khonkaen,1,2F,Fashion & Apparel
THE OPTICAL BY SRITHONG,Central Khonkaen,1,2F,Fashion & Apparel
THE PIZZA COMPANY,Central Khonkaen,1,4F,Food & Beverage
THE SIS CLINIC,Central Khonkaen,1,2F,Beauty & Wellness
THONGSUAY,Central Khonkaen,1,2F,Fashion & Apparel
TIME ZONE,Central Khonkaen,1,GF,Fashion & Apparel
TMB THANACHART BANK,Central Khonkaen,1,3F,Bank & Financial Services
TO B 1 HAIR STATION,Central Khonkaen,1,2F,Beauty & Wellness
TOPS MARKET,Central Khonkaen,1,GF,Lifestyle & Specialty
TRUE,Central Khonkaen,1,3F,Technology & Electronics
TULKATUNG,Central Khonkaen,1,GF,Lifestyle & Specialty
TWELVE VICTORY EXCHANGE,Central Khonkaen,1,GF,Bank & Financial Services
UMAY PLUS,Central Khonkaen,1,3F,Bank & Financial Services
UNIQLO,Central Khonkaen,1,1F,Fashion & Apparel
VANS,Central Khonkaen,1,1F,Fashion & Apparel
VIRGIN SQUEEZE,Central Khonkaen,1,GF,Food & Beverage
VIVO,Central Khonkaen,1,3F,Technology & Electronics
VIVO SERVICE,Central Khonkaen,1,3F,Technology & Electronics
WALL STREET ENGLISH,Central Khonkaen,1,4F,Services & Education
WALL STREET ENGLISH,Central Khonkaen,1,5F,Services & Education
WATSONS,Central Khonkaen,1,2F,Beauty & Wellness
WATSONS,Central Khonkaen,1,GF,Beauty & Wellness
WONDER PHOTO SHOP,Central Khonkaen,1,3F,Technology & Electronics
WRANGLER,Central Khonkaen,1,1F,Fashion & Apparel
X=ACT,Central Khonkaen,1,2F,Fashion & Apparel
XIAOMI,Central Khonkaen,1,3F,Technology & Electronics
YAMAHA MUSIC SCHOOL,Central Khonkaen,1,5F,Services & Education
YAYOI,Central Khonkaen,1,4F,Food & Beverage
YIM BY SMILE PHONE,Central Khonkaen,1,3F,Technology & Electronics
YOMIE'S RICE X YOGURT,Central Khonkaen,1,GF,Food & Beverage
YVES ROCHER,Central Khonkaen,1,1F,Beauty & Wellness
ZAPLAI,Central Khonkaen,1,4F,Food & Beverage
ZEN JAPANESE RESTAURANT,Central Khonkaen,1,4F,Food & Beverage
